epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,20045.1,0.40976,0.24091,0.82666,0.95502,0.90411,0.92985,0.62649,1.32341,0.63871,1.3965,0.0002081,0.0002081,0.0002081
183,20154.7,0.43263,0.24685,0.8431,0.95471,0.90411,0.93063,0.62537,1.33712,0.64272,1.40373,0.0001982,0.0001982,0.0001982
184,20264.7,0.39583,0.2354,0.84131,0.9553,0.91096,0.93039,0.62223,1.35139,0.63383,1.41669,0.0001883,0.0001883,0.0001883
185,20374.6,0.40301,0.23675,0.81962,0.95744,0.90411,0.93041,0.63157,1.34989,0.62796,1.42264,0.0001784,0.0001784,0.0001784
186,20485,0.41083,0.24592,0.83252,0.9497,0.90521,0.9302,0.63197,1.34663,0.6277,1.41499,0.0001685,0.0001685,0.0001685
187,20595.5,0.40098,0.23209,0.83561,0.94266,0.91096,0.92942,0.62529,1.34532,0.63151,1.40811,0.0001586,0.0001586,0.0001586
188,20705.3,0.39717,0.23693,0.82473,0.94987,0.90844,0.93228,0.63307,1.32797,0.64628,1.39286,0.0001487,0.0001487,0.0001487
189,20815.4,0.36737,0.22311,0.8179,0.93557,0.91096,0.93303,0.63826,1.32474,0.64827,1.38983,0.0001388,0.0001388,0.0001388
190,20926.9,0.41826,0.23684,0.82383,0.9432,0.90411,0.93405,0.63852,1.32288,0.64049,1.39159,0.0001289,0.0001289,0.0001289
191,21038.2,0.36577,0.22568,0.81211,0.93649,0.909,0.93571,0.63618,1.32796,0.64021,1.41147,0.000119,0.000119,0.000119
192,21147.7,0.4013,0.22936,0.82891,0.93651,0.90927,0.93617,0.63463,1.33686,0.64259,1.42022,0.0001091,0.0001091,0.0001091
193,21257.8,0.38027,0.22649,0.81541,0.93568,0.91096,0.93555,0.63489,1.35358,0.64954,1.43168,9.92e-05,9.92e-05,9.92e-05
194,21367.7,0.34939,0.22264,0.81934,0.93661,0.91077,0.93512,0.63103,1.36287,0.65403,1.4346,8.93e-05,8.93e-05,8.93e-05
195,21477.9,0.36471,0.21753,0.81532,0.93646,0.90847,0.934,0.63369,1.35902,0.65603,1.42942,7.94e-05,7.94e-05,7.94e-05
196,21588,0.36797,0.22119,0.82479,0.92837,0.91096,0.93597,0.63221,1.35112,0.65235,1.42489,6.95e-05,6.95e-05,6.95e-05
197,21697.4,0.35963,0.21862,0.82281,0.92868,0.91096,0.93493,0.63426,1.34877,0.65008,1.42635,5.96e-05,5.96e-05,5.96e-05
198,21810.1,0.37046,0.21639,0.82786,0.94259,0.8997,0.93536,0.63519,1.34823,0.65132,1.42957,4.97e-05,4.97e-05,4.97e-05
199,21920,0.37044,0.21809,0.81357,0.94414,0.89726,0.93526,0.63281,1.3417,0.64726,1.42518,3.98e-05,3.98e-05,3.98e-05
200,22030,0.36899,0.22136,0.82348,0.94948,0.90115,0.93538,0.63582,1.34247,0.64639,1.42398,2.99e-05,2.99e-05,2.99e-05
