epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,3201.5,1.11889,0.6055,1.10251,0.97564,0.94872,0.97146,0.54152,1.55183,0.68884,1.40994,0.0017723,0.0017723,0.0017723
25,3329.34,1.13158,0.61501,1.12292,0.96546,0.97436,0.99357,0.57361,1.39622,0.58532,1.29638,0.0017624,0.0017624,0.0017624
26,3456.07,1.10231,0.60528,1.07846,1,0.9999,0.995,0.60109,1.40508,0.59059,1.31402,0.0017525,0.0017525,0.0017525
27,3584.12,1.06753,0.58057,1.08803,0.92651,1,0.98152,0.59479,1.43636,0.6257,1.32186,0.0017426,0.0017426,0.0017426
28,3710.56,1.1179,0.59216,1.08626,0.97418,1,0.995,0.55221,1.55707,0.59883,1.36395,0.0017327,0.0017327,0.0017327
29,3837.74,1.10101,0.59023,1.08854,1,0.99851,0.995,0.61474,1.33459,0.5491,1.23399,0.0017228,0.0017228,0.0017228
30,3965.52,1.07501,0.57873,1.094,0.97477,0.99081,0.9945,0.54935,1.44677,0.58092,1.30031,0.0017129,0.0017129,0.0017129
31,4091.58,1.0635,0.566,1.08151,0.94886,0.95159,0.99203,0.6047,1.36607,0.62622,1.2568,0.001703,0.001703,0.001703
32,4220.24,1.06277,0.56379,1.07267,0.95534,1,0.99325,0.58734,1.41677,0.6051,1.25302,0.0016931,0.0016931,0.0016931
33,4347.5,1.04049,0.55041,1.06774,1,0.96396,0.99402,0.58863,1.40463,0.59871,1.26652,0.0016832,0.0016832,0.0016832
34,4474.52,1.0222,0.53347,1.05797,0.95011,0.97664,0.99326,0.57366,1.41802,0.58812,1.29945,0.0016733,0.0016733,0.0016733
35,4601.36,1.03703,0.54677,1.05018,0.98756,0.94872,0.99083,0.61477,1.26062,0.55026,1.21263,0.0016634,0.0016634,0.0016634
36,4728.42,1.03925,0.55006,1.07184,0.99461,0.94872,0.97988,0.54253,1.52436,0.63941,1.38556,0.0016535,0.0016535,0.0016535
37,4855.72,0.994,0.53879,1.04679,0.95936,0.94872,0.98515,0.57531,1.45962,0.6202,1.33575,0.0016436,0.0016436,0.0016436
38,4982.77,1.00998,0.5536,1.05444,0.95033,0.98133,0.99326,0.59908,1.42449,0.63171,1.3777,0.0016337,0.0016337,0.0016337
39,5110.04,1.0139,0.52565,1.05269,0.97158,1,0.99325,0.57624,1.502,0.60615,1.35511,0.0016238,0.0016238,0.0016238
40,5236.33,1.00158,0.52516,1.05259,0.99705,1,0.995,0.5655,1.52552,0.58436,1.40315,0.0016139,0.0016139,0.0016139
41,5364.01,0.99829,0.51534,1.0468,1,0.99856,0.995,0.62755,1.3496,0.5157,1.29046,0.001604,0.001604,0.001604
42,5492.47,0.95277,0.49394,1.02857,0.99913,1,0.995,0.61283,1.35518,0.52189,1.27758,0.0015941,0.0015941,0.0015941
43,5619.1,0.93002,0.49371,1.01601,0.97482,0.99268,0.9945,0.61878,1.27756,0.52623,1.23369,0.0015842,0.0015842,0.0015842
44,7570.95,0.94158,0.49452,1.01768,1,0.99519,0.995,0.63218,1.31309,0.538,1.23702,0.0015743,0.0015743,0.0015743
45,7691.85,0.97816,0.49438,1.03568,1,0.99921,0.995,0.60736,1.33421,0.54502,1.28121,0.0015644,0.0015644,0.0015644
46,7813.69,0.91936,0.48299,1.01828,1,0.97027,0.9945,0.57205,1.51081,0.58368,1.39992,0.0015545,0.0015545,0.0015545
47,7935.46,0.92725,0.48082,1.00942,0.99134,1,0.995,0.6271,1.35748,0.55486,1.31456,0.0015446,0.0015446,0.0015446
48,8057.15,0.90765,0.47966,1.00457,0.99391,1,0.995,0.62171,1.33652,0.54744,1.29297,0.0015347,0.0015347,0.0015347
49,8183.27,0.93709,0.47638,1.01241,0.9739,1,0.9925,0.60812,1.32166,0.57066,1.2722,0.0015248,0.0015248,0.0015248
50,8310.1,0.89788,0.47294,0.99736,0.98776,0.97436,0.99402,0.61864,1.29837,0.54297,1.26317,0.0015149,0.0015149,0.0015149
51,8436.14,0.92152,0.46737,0.99937,0.99689,0.97436,0.9945,0.67444,1.20588,0.5303,1.18126,0.001505,0.001505,0.001505
52,8564.21,0.87974,0.44467,0.99609,1,0.99998,0.995,0.64559,1.29968,0.52478,1.25064,0.0014951,0.0014951,0.0014951
53,8691.5,0.89454,0.44794,0.99914,0.99586,1,0.995,0.63811,1.21253,0.49087,1.18128,0.0014852,0.0014852,0.0014852
54,8819.2,0.88912,0.45023,0.9927,0.94731,0.97436,0.97515,0.60145,1.38761,0.51975,1.29461,0.0014753,0.0014753,0.0014753
55,8946.81,0.82492,0.43156,0.96955,0.99884,1,0.995,0.61504,1.38241,0.50802,1.31991,0.0014654,0.0014654,0.0014654
56,9074.65,0.80884,0.42122,0.96414,1,0.99736,0.995,0.635,1.35994,0.50313,1.28818,0.0014555,0.0014555,0.0014555
57,9203.05,0.81988,0.42742,0.95062,0.99808,1,0.995,0.64339,1.29445,0.52271,1.3162,0.0014456,0.0014456,0.0014456
58,9331.07,0.84441,0.42562,0.97486,0.99831,1,0.995,0.61544,1.35714,0.52044,1.31187,0.0014357,0.0014357,0.0014357
59,9458.86,0.85073,0.44655,0.97414,0.99317,1,0.995,0.61531,1.35968,0.57178,1.2857,0.0014258,0.0014258,0.0014258
60,9589.11,0.85131,0.43825,0.97604,0.99591,1,0.995,0.59473,1.4233,0.55048,1.35904,0.0014159,0.0014159,0.0014159
61,9717.03,0.83221,0.43647,0.9553,0.99646,0.94872,0.9894,0.61133,1.35683,0.546,1.29466,0.001406,0.001406,0.001406
62,9844.73,0.8397,0.43248,0.96591,0.95057,1,0.99402,0.6404,1.29187,0.53826,1.26993,0.0013961,0.0013961,0.0013961
63,9972.13,0.82012,0.41924,0.95821,1,0.99774,0.995,0.60303,1.3707,0.53545,1.39045,0.0013862,0.0013862,0.0013862
64,10099.6,0.80398,0.40814,0.96006,0.99988,1,0.995,0.65827,1.22375,0.51496,1.20164,0.0013763,0.0013763,0.0013763
65,10226.8,0.78329,0.40051,0.93768,0.99839,1,0.995,0.63333,1.3299,0.50947,1.30973,0.0013664,0.0013664,0.0013664
66,10354.2,0.78957,0.40313,0.94466,0.99811,1,0.995,0.61694,1.3467,0.53609,1.36326,0.0013565,0.0013565,0.0013565
67,10481.8,0.80391,0.40533,0.95146,0.99952,0.97436,0.99273,0.67232,1.27822,0.56239,1.23086,0.0013466,0.0013466,0.0013466
68,10609.8,0.79998,0.41612,0.95115,0.94713,0.97436,0.98213,0.64802,1.29613,0.57061,1.27152,0.0013367,0.0013367,0.0013367
69,10737.8,0.78443,0.39822,0.93538,0.99124,1,0.995,0.66723,1.29264,0.50856,1.26061,0.0013268,0.0013268,0.0013268
70,10865.6,0.804,0.402,0.94985,0.99841,1,0.995,0.60748,1.4524,0.51423,1.40905,0.0013169,0.0013169,0.0013169
71,10994.6,0.77663,0.39103,0.94106,1,0.99832,0.995,0.67752,1.25724,0.5174,1.24506,0.001307,0.001307,0.001307
72,11122.7,0.79833,0.39209,0.94098,0.99956,1,0.995,0.64116,1.36676,0.52124,1.31035,0.0012971,0.0012971,0.0012971
73,11250.7,0.78506,0.38732,0.94706,0.99729,0.97436,0.98893,0.66493,1.28025,0.50791,1.27002,0.0012872,0.0012872,0.0012872
74,11393.9,0.76596,0.38498,0.93169,0.99899,1,0.995,0.67649,1.26915,0.49727,1.23019,0.0012773,0.0012773,0.0012773
75,11517.1,0.71972,0.37739,0.93012,1,0.97247,0.9945,0.64345,1.35717,0.55708,1.32814,0.0012674,0.0012674,0.0012674
76,11640.9,0.73755,0.38646,0.93983,0.99844,1,0.995,0.69509,1.25535,0.49223,1.2363,0.0012575,0.0012575,0.0012575
77,11765.3,0.70409,0.37346,0.92473,0.99818,1,0.995,0.66141,1.25636,0.46584,1.27352,0.0012476,0.0012476,0.0012476
78,11890.5,0.71039,0.36733,0.91192,0.99835,1,0.995,0.69604,1.15852,0.46226,1.18333,0.0012377,0.0012377,0.0012377
79,12014.1,0.70569,0.3701,0.91337,0.9773,1,0.995,0.66882,1.13018,0.48262,1.20146,0.0012278,0.0012278,0.0012278
80,12137.8,0.68239,0.36111,0.90956,0.97289,1,0.9945,0.66673,1.22263,0.49146,1.23112,0.0012179,0.0012179,0.0012179
81,12260.9,0.69052,0.36446,0.91288,0.94878,1,0.99326,0.68771,1.2074,0.47201,1.21239,0.001208,0.001208,0.001208
82,12384.1,0.72398,0.36794,0.92631,0.99774,1,0.995,0.67192,1.28897,0.4764,1.30003,0.0011981,0.0011981,0.0011981
83,12507.7,0.70172,0.36111,0.90811,0.99824,1,0.995,0.69165,1.22997,0.46385,1.24016,0.0011882,0.0011882,0.0011882
84,12630.4,0.68784,0.36065,0.90355,0.99822,1,0.995,0.70493,1.151,0.43751,1.20496,0.0011783,0.0011783,0.0011783
85,12755.4,0.69055,0.35994,0.91356,0.99795,1,0.995,0.71308,1.12417,0.43448,1.17271,0.0011684,0.0011684,0.0011684
86,12878.2,0.65453,0.3474,0.90253,1,0.9988,0.995,0.69904,1.23035,0.47506,1.24139,0.0011585,0.0011585,0.0011585
87,13001.8,0.6855,0.35311,0.91106,0.99814,1,0.995,0.63471,1.42642,0.48622,1.44129,0.0011486,0.0011486,0.0011486
88,13125,0.69214,0.36087,0.91116,0.99615,1,0.995,0.65754,1.34836,0.4885,1.34864,0.0011387,0.0011387,0.0011387
89,13247.5,0.69643,0.3552,0.90833,1,0.99797,0.995,0.6618,1.27538,0.50926,1.32689,0.0011288,0.0011288,0.0011288
90,13370.9,0.68363,0.35522,0.90111,0.99802,1,0.995,0.69542,1.14578,0.46754,1.14218,0.0011189,0.0011189,0.0011189
91,13494.3,0.6869,0.35651,0.90904,1,0.99973,0.995,0.66493,1.28838,0.49241,1.27568,0.001109,0.001109,0.001109
92,13617.7,0.70221,0.35992,0.91542,0.98146,1,0.995,0.66784,1.26303,0.49042,1.30916,0.0010991,0.0010991,0.0010991
93,13740,0.6893,0.35813,0.90892,0.97398,1,0.9945,0.67856,1.20009,0.50509,1.2177,0.0010892,0.0010892,0.0010892
94,13863,0.70587,0.35083,0.91406,0.99708,0.94872,0.98923,0.66421,1.25526,0.51289,1.29786,0.0010793,0.0010793,0.0010793
95,13986.9,0.7011,0.35601,0.91256,0.97329,1,0.99375,0.67018,1.28142,0.52922,1.26651,0.0010694,0.0010694,0.0010694
96,14110.2,0.66694,0.34742,0.89534,1,0.99588,0.995,0.62328,1.39094,0.53969,1.35741,0.0010595,0.0010595,0.0010595
97,14233.3,0.64067,0.33611,0.89712,0.99881,1,0.995,0.64896,1.31993,0.52629,1.31724,0.0010496,0.0010496,0.0010496
98,14356.4,0.64224,0.34155,0.89725,0.99851,1,0.995,0.67345,1.259,0.50165,1.27365,0.0010397,0.0010397,0.0010397
99,14479.7,0.61321,0.32923,0.87635,0.99866,1,0.995,0.67087,1.22382,0.50285,1.2458,0.0010298,0.0010298,0.0010298
100,14604.4,0.63388,0.33977,0.88456,1,0.9986,0.995,0.67096,1.2547,0.48953,1.27748,0.0010199,0.0010199,0.0010199
101,14727,0.62458,0.32349,0.88123,1,0.99889,0.995,0.71143,1.15156,0.44828,1.19518,0.00101,0.00101,0.00101
102,14850.9,0.59507,0.3184,0.87909,1,0.99647,0.995,0.66392,1.30063,0.50041,1.30282,0.0010001,0.0010001,0.0010001
103,22876.8,0.61221,0.32687,0.88385,0.99834,0.94872,0.98723,0.68816,1.19883,0.55177,1.20436,0.0009902,0.0009902,0.0009902
104,22989.5,0.59485,0.32061,0.86971,0.99634,0.94872,0.98583,0.67164,1.19239,0.53184,1.21364,0.0009803,0.0009803,0.0009803
105,23107.7,0.62579,0.32657,0.89193,0.99735,0.94872,0.99237,0.6597,1.2893,0.54562,1.28285,0.0009704,0.0009704,0.0009704
106,23224.5,0.61309,0.32469,0.87969,0.97496,0.99826,0.9945,0.69837,1.22605,0.48198,1.27731,0.0009605,0.0009605,0.0009605
107,23341.6,0.59932,0.32164,0.87866,0.99849,1,0.995,0.7101,1.18946,0.47793,1.23567,0.0009506,0.0009506,0.0009506
108,23461.4,0.58443,0.31339,0.86439,0.99857,1,0.995,0.69933,1.20616,0.48629,1.24633,0.0009407,0.0009407,0.0009407
109,23581.7,0.62626,0.31774,0.89989,1,0.99941,0.995,0.65959,1.30782,0.52985,1.36658,0.0009308,0.0009308,0.0009308
110,23701.8,0.6126,0.31727,0.883,1,0.99861,0.995,0.67459,1.27942,0.51644,1.35948,0.0009209,0.0009209,0.0009209
111,23823.2,0.6223,0.31522,0.88599,0.99812,1,0.995,0.69842,1.23042,0.48253,1.27702,0.000911,0.000911,0.000911
112,23943.3,0.61953,0.31971,0.88012,0.9987,1,0.995,0.64301,1.40724,0.51945,1.39985,0.0009011,0.0009011,0.0009011
113,24064.2,0.59679,0.31154,0.87369,0.99821,1,0.995,0.65048,1.29071,0.48361,1.33028,0.0008912,0.0008912,0.0008912
114,24184.2,0.60987,0.32221,0.88429,0.99819,1,0.995,0.69377,1.16933,0.45886,1.19766,0.0008813,0.0008813,0.0008813
115,24304.8,0.58587,0.30748,0.87454,0.99845,1,0.995,0.6801,1.25033,0.46829,1.27614,0.0008714,0.0008714,0.0008714
116,24425.1,0.55429,0.29913,0.86444,0.99847,1,0.995,0.6696,1.22288,0.46763,1.2598,0.0008615,0.0008615,0.0008615
117,24545.4,0.57681,0.30897,0.87563,0.99818,1,0.995,0.66268,1.28311,0.49424,1.31176,0.0008516,0.0008516,0.0008516
118,24666.2,0.54836,0.3005,0.86962,0.99837,1,0.995,0.69042,1.20646,0.47985,1.23195,0.0008417,0.0008417,0.0008417
119,24786.5,0.54452,0.3022,0.8594,0.99822,1,0.995,0.6691,1.24432,0.47871,1.28774,0.0008318,0.0008318,0.0008318
120,24906.7,0.55443,0.29657,0.86205,0.99714,1,0.995,0.62592,1.38725,0.49092,1.40216,0.0008219,0.0008219,0.0008219
121,25027.5,0.57156,0.30638,0.85983,0.94762,1,0.99326,0.67029,1.27489,0.48919,1.30235,0.000812,0.000812,0.000812
122,25148.5,0.53819,0.30135,0.85925,1,0.99804,0.995,0.66202,1.21777,0.48179,1.26834,0.0008021,0.0008021,0.0008021
123,25269.5,0.55278,0.30184,0.87579,1,0.99832,0.995,0.67278,1.22016,0.47013,1.28587,0.0007922,0.0007922,0.0007922
124,25391.4,0.54397,0.29852,0.86505,0.9991,1,0.995,0.69016,1.19886,0.47822,1.23888,0.0007823,0.0007823,0.0007823
125,25511.3,0.54986,0.2988,0.86642,0.99988,1,0.995,0.67893,1.19948,0.47165,1.25667,0.0007724,0.0007724,0.0007724
